# ALPHA = 0.05
# NUMBER_OF_TESTS = 15481

# _SET1_  VARIABLE = GO_bp:go_regulation_of_anatomical_structure_morphogenesis (set)
# _SET1_  NGENES = 995
# _SET1_  P-VALUE = 3.11454e-06
_SET1_   GENE              CHR      START       STOP  NSNPS  NPARAM      N        ZSTAT            P  ZFITTED_BASE  ZRESID_BASE
_SET1_   ENSG00000100292    22   35726354   35840207    362      42  35986      0.71517      0.18541    1.2212e-15      0.71517
_SET1_   ENSG00000100345    22   36627327   36834063    771      57  35986      0.82386      0.15541    1.2212e-15      0.82386
_SET1_   ENSG00000100065    22   37836400   37965549    351      38  35986     -0.35819      0.58386    1.2212e-15     -0.35819
_SET1_   ENSG00000128283    22   37906454   38015412    410      43  35986      -1.5211       0.9099    1.3323e-15      -1.5211
_SET1_   ENSG00000100106    22   38043011   38222563    485      33  35986       1.0321      0.10897    1.3323e-15       1.0321
_SET1_   ENSG00000100335    22   39845437   39964137    224      33  35986        1.489     0.047045    1.3323e-15        1.489
_SET1_   ENSG00000159958    22   42271045   42372822    273      19  35986      -1.0646      0.82196    1.3323e-15      -1.0646
_SET1_   ENSG00000188677    22   44345091   44618829   1131     133  35986       1.6106     0.037248    1.3323e-15       1.6106
_SET1_   ENSG00000077942    22   45848118   46047015    800      85  35986      0.37781      0.28761    1.2212e-15      0.37781
_SET1_   ENSG00000075275    22   46706731   46983067   1190      95  35986      0.15097      0.36491    1.2212e-15      0.15097
_SET1_   ENSG00000196576    22   50663408   50796056    460      51  35986       1.6959     0.030738    1.3323e-15       1.6959
_SET1_   ENSG00000128165    22   50869985   50974869    390      62  35986      0.59508      0.23012    1.2212e-15      0.59508
_SET1_   ENSG00000251322    22   51062843   51221726    470      58  35986      0.35515      0.30258    1.2212e-15      0.35515
